x,y,z
0.0,0.0,0.0
0.01001001001001001,0.02002002002002002,0.005005005005005005
0.02002002002002002,0.04004004004004004,0.01001001001001001
0.03003003003003003,0.06006006006006006,0.015015015015015015
0.04004004004004004,0.08008008008008008,0.02002002002002002
0.050050050050050046,0.10010010010010009,0.025025025025025023
0.06006006006006006,0.12012012012012012,0.03003003003003003
0.07007007007007007,0.14014014014014015,0.035035035035035036
0.08008008008008008,0.16016016016016016,0.04004004004004004
0.09009009009009009,0.18018018018018017,0.04504504504504504
0.10010010010010009,0.20020020020020018,0.050050050050050046
0.11011011011011011,0.22022022022022023,0.055055055055055056
0.12012012012012012,0.24024024024024024,0.06006006006006006
0.13013013013013014,0.2602602602602603,0.06506506506506507
0.14014014014014015,0.2802802802802803,0.07007007007007007
0.15015015015015015,0.3003003003003003,0.07507507507507508
0.16016016016016016,0.3203203203203203,0.08008008008008008
0.17017017017017017,0.34034034034034033,0.08508508508508508
0.18018018018018017,0.36036036036036034,0.09009009009009009
0.19019019019019018,0.38038038038038036,0.09509509509509509
0.20020020020020018,0.40040040040040037,0.10010010010010009
0.21021021021021022,0.42042042042042044,0.10510510510510511
0.22022022022022023,0.44044044044044045,0.11011011011011011
0.23023023023023023,0.46046046046046046,0.11511511511511512
0.24024024024024024,0.4804804804804805,0.12012012012012012
0.2502502502502503,0.5005005005005005,0.12512512512512514
0.2602602602602603,0.5205205205205206,0.13013013013013014
0.2702702702702703,0.5405405405405406,0.13513513513513514
0.2802802802802803,0.5605605605605606,0.14014014014014015
0.2902902902902903,0.5805805805805806,0.14514514514514515
0.3003003003003003,0.6006006006006006,0.15015015015015015
0.3103103103103103,0.6206206206206206,0.15515515515515516
0.3203203203203203,0.6406406406406406,0.16016016016016016
0.3303303303303303,0.6606606606606606,0.16516516516516516
0.34034034034034033,0.6806806806806807,0.17017017017017017
0.35035035035035034,0.7007007007007007,0.17517517517517517
0.36036036036036034,0.7207207207207207,0.18018018018018017
0.37037037037037035,0.7407407407407407,0.18518518518518517
0.38038038038038036,0.7607607607607607,0.19019019019019018
0.39039039039039036,0.7807807807807807,0.19519519519519518
0.40040040040040037,0.8008008008008007,0.20020020020020018
0.41041041041041043,0.8208208208208209,0.20520520520520522
0.42042042042042044,0.8408408408408409,0.21021021021021022
0.43043043043043044,0.8608608608608609,0.21521521521521522
0.44044044044044045,0.8808808808808809,0.22022022022022023
0.45045045045045046,0.9009009009009009,0.22522522522522523
0.46046046046046046,0.9209209209209209,0.23023023023023023
0.47047047047047047,0.9409409409409409,0.23523523523523523
0.4804804804804805,0.960960960960961,0.24024024024024024
0.4904904904904905,0.980980980980981,0.24524524524524524
0.5005005005005005,1.001001001001001,0.2502502502502503
0.5105105105105106,1.021021021021021,0.2552552552552553
0.5205205205205206,1.0410410410410411,0.2602602602602603
0.5305305305305306,1.0610610610610611,0.2652652652652653
0.5405405405405406,1.0810810810810811,0.2702702702702703
0.5505505505505506,1.1011011011011012,0.2752752752752753
0.5605605605605606,1.1211211211211212,0.2802802802802803
0.5705705705705706,1.1411411411411412,0.2852852852852853
0.5805805805805806,1.1611611611611612,0.2902902902902903
0.5905905905905906,1.1811811811811812,0.2952952952952953
0.6006006006006006,1.2012012012012012,0.3003003003003003
0.6106106106106106,1.2212212212212212,0.3053053053053053
0.6206206206206206,1.2412412412412412,0.3103103103103103
0.6306306306306306,1.2612612612612613,0.3153153153153153
0.6406406406406406,1.2812812812812813,0.3203203203203203
0.6506506506506506,1.3013013013013013,0.3253253253253253
0.6606606606606606,1.3213213213213213,0.3303303303303303
0.6706706706706707,1.3413413413413413,0.3353353353353353
0.6806806806806807,1.3613613613613613,0.34034034034034033
0.6906906906906907,1.3813813813813813,0.34534534534534533
0.7007007007007007,1.4014014014014013,0.35035035035035034
0.7107107107107107,1.4214214214214214,0.35535535535535534
0.7207207207207207,1.4414414414414414,0.36036036036036034
0.7307307307307307,1.4614614614614614,0.36536536536536535
0.7407407407407407,1.4814814814814814,0.37037037037037035
0.7507507507507507,1.5015015015015014,0.37537537537537535
0.7607607607607607,1.5215215215215214,0.38038038038038036
0.7707707707707707,1.5415415415415414,0.38538538538538536
0.7807807807807807,1.5615615615615615,0.39039039039039036
0.7907907907907907,1.5815815815815815,0.39539539539539537
0.8008008008008007,1.6016016016016015,0.40040040040040037
0.8108108108108109,1.6216216216216217,0.40540540540540543
0.8208208208208209,1.6416416416416417,0.41041041041041043
0.8308308308308309,1.6616616616616617,0.41541541541541543
0.8408408408408409,1.6816816816816818,0.42042042042042044
0.8508508508508509,1.7017017017017018,0.42542542542542544
0.8608608608608609,1.7217217217217218,0.43043043043043044
0.8708708708708709,1.7417417417417418,0.43543543543543545
0.8808808808808809,1.7617617617617618,0.44044044044044045
0.8908908908908909,1.7817817817817818,0.44544544544544545
0.9009009009009009,1.8018018018018018,0.45045045045045046
0.9109109109109109,1.8218218218218218,0.45545545545545546
0.9209209209209209,1.8418418418418419,0.46046046046046046
0.9309309309309309,1.8618618618618619,0.46546546546546547
0.9409409409409409,1.8818818818818819,0.47047047047047047
0.950950950950951,1.901901901901902,0.4754754754754755
0.960960960960961,1.921921921921922,0.4804804804804805
0.970970970970971,1.941941941941942,0.4854854854854855
0.980980980980981,1.961961961961962,0.4904904904904905
0.990990990990991,1.981981981981982,0.4954954954954955
1.001001001001001,2.002002002002002,0.5005005005005005
1.011011011011011,2.022022022022022,0.5055055055055055
1.021021021021021,2.042042042042042,0.5105105105105106
1.031031031031031,2.062062062062062,0.5155155155155156
1.0410410410410411,2.0820820820820822,0.5205205205205206
1.0510510510510511,2.1021021021021022,0.5255255255255256
1.0610610610610611,2.1221221221221223,0.5305305305305306
1.0710710710710711,2.1421421421421423,0.5355355355355356
